SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Grallaria bangsi,Santa Marta Antpitta,samant1,species,13627.0,SMAN,GRBA,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria kaestneri,Cundinamarca Antpitta,cunant1,species,13628.0,CUAN,GRKA,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria andicolus,Stripe-headed Antpitta,sthant2,species,13629.0,SHAN,GRAN,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria griseonucha,Gray-naped Antpitta,gynant1,species,13632.0,GNAN,GRGR,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria ridgelyi,Jocotoco Antpitta,jocant1,species,13635.0,JOAN,GRRI,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria nuchalis,Chestnut-naped Antpitta,chnant1,species,13636.0,CNAN,GRNU,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria carrikeri,Pale-billed Antpitta,pabant1,species,13640.0,PBAN,GRCA,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria albigula,White-throated Antpitta,whtant2,species,13641.0,WTAN,GRAL,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria flavotincta,Yellow-breasted Antpitta,yebant1,species,13642.0,YBAN,GRFL,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria hypoleuca,White-bellied Antpitta,whbant3,species,13643.0,WBAN,GRHY,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria przewalskii,Rusty-tinged Antpitta,rutant5,species,13646.0,RTAN,GRPR,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria capitalis,Bay Antpitta,bayant1,species,13647.0,BAAN,GRCA,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria erythroleuca,Red-and-white Antpitta,rawant1,species,13648.0,RAWA,GRER,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria spatiator,Sierra Nevada Antpitta,rufant5,species,13649.0,SNAN RA,GRSP,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria saltuensis,Perija Antpitta,rufant6,species,13650.0,PEAN,GRSA,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria rufocinerea,Bicolored Antpitta,bicant3,species,13651.0,BIAN,GRRU,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria rufula,Muisca Antpitta,rufant7,species,13654.0,MUAN RA,GRRU,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria centralis,Oxapampa Antpitta,oxaant1,species,13655.0,OXAN,GRCE,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria ayacuchensis,Ayacucho Antpitta,ayaant1,species,13656.0,AYAN,GRAY,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria occabambae,Urubamba Antpitta,rufant10,species,13657.0,URAN RA,GROC,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria sinaensis,Puno Antpitta,punant1,species,13660.0,PUAN,GRSI,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria cochabambae,Bolivian Antpitta,rufant11,species,13661.0,BOAN RA,GRCO,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria alvarezi,Chami Antpitta,chaant4,species,13662.0,CHAN,GRAL,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria saturata,Equatorial Antpitta,equant1,species,13663.0,EQAN,GRSA,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria rufula/saturata,Muisca/Equatorial Antpitta,y00404,slash,13664.0,EQAN MUAN RA,GRSA GRRU,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria cajamarcae,Cajamarca Antpitta,rufant8,species,13665.0,CAAN RA,GRCA,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria blakei,Chestnut Antpitta,cheant2,species,13666.0,CHAN,GRBL,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria gravesi,Chachapoyas Antpitta,chaant5,species,13667.0,CHAN,GRGR,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria oneilli,Panao Antpitta,panant1,species,13668.0,PAAN,GRON,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria obscura,Junin Antpitta,rufant9,species,13669.0,JUAN RA,GROB,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria sp. (rufula/blakei complex),antpitta sp. (Rufous/Chestnut Antpitta complex),rufant1,spuh,13670.0,,,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria quitensis,Tawny Antpitta,tawant1,species,13671.0,TAAN TASP,GRQU,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria quitensis alticola,Tawny Antpitta (Northern),tawant2,issf,13672.0,TAAN TA TASP,GRQU,,Passeriformes,Antpittas,Grallariidae,tawant1,,,gralla2
Grallaria quitensis quitensis,Tawny Antpitta (Western),tawant3,issf,13673.0,TAAN TASP TA,GRQU,,Passeriformes,Antpittas,Grallariidae,tawant1,,,gralla2
Grallaria quitensis atuensis,Tawny Antpitta (Southern),tawant4,issf,13674.0,TAAN TA TASP,GRQU,,Passeriformes,Antpittas,Grallariidae,tawant1,,,gralla2
Grallaria urraoensis,Urrao Antpitta,antant1,species,13675.0,URAN,GRUR,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria milleri,Brown-banded Antpitta,brbant1,species,13676.0,BBAN,GRMI,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria erythrotis,Rufous-faced Antpitta,rufant2,species,13679.0,RFAN,GRER,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaria sp.,Grallaria sp.,gralla1,spuh,13680.0,,,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Cryptopezus nattereri,Speckle-breasted Antpitta,spbant1,species,13681.0,SBAN,CRNA,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Hylopezus perspicillatus,Streak-chested Antpitta,stcant2,species,13682.0,SCAN,HYPE,SCHA,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Hylopezus perspicillatus pallidior,Streak-chested Antpitta (Colombian Valleys),stcant9,issf,13683.0,SCA SCHA SCAN,HYPE,,Passeriformes,Antpittas,Grallariidae,stcant2,,,gralla2
Hylopezus perspicillatus periophthalmicus,Streak-chested Antpitta (Baudo),stcant8,issf,13684.0,SCA SCAN SCHA,HYPE,,Passeriformes,Antpittas,Grallariidae,stcant2,,,gralla2
Hylopezus perspicillatus perspicillatus,Streak-chested Antpitta (Eastern Panama),stcant5,issf,13685.0,SCA SCAN SCHA,HYPE,,Passeriformes,Antpittas,Grallariidae,stcant2,,,gralla2
Hylopezus perspicillatus intermedius,Streak-chested Antpitta (Atlantic Slope),stcant6,issf,13686.0,SCA SCAN SCHA,HYPE,,Passeriformes,Antpittas,Grallariidae,stcant2,,,gralla2
Hylopezus perspicillatus lizanoi,Streak-chested Antpitta (Pacific Slope),stcant7,issf,13687.0,SCA SCAN SCHA,HYPE,,Passeriformes,Antpittas,Grallariidae,stcant2,,,gralla2
Hylopezus macularius,Spotted Antpitta,spoant6,species,13688.0,SPAN SA,HYMA,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Hylopezus macularius macularius,Spotted Antpitta (Spotted),spoant4,issf,13689.0,SPAN SA,HYMA,,Passeriformes,Antpittas,Grallariidae,spoant6,,,gralla2
Hylopezus macularius dilutus,Spotted Antpitta (Zimmer's),spoant3,issf,13690.0,SPAN SA,HYMA,,Passeriformes,Antpittas,Grallariidae,spoant6,,,gralla2
Hylopezus paraensis,Snethlage's Antpitta,spoant5,species,13691.0,SNAN SA,HYPA,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Hylopezus whittakeri,Alta Floresta Antpitta,alfant1,species,13692.0,AFAN SA,HYWH,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Hylopezus auricularis,Masked Antpitta,masant1,species,13693.0,MAAN,HYAU,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Hylopezus ochroleucus,White-browed Antpitta,whbant7,species,13694.0,WBAN,HYOC,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Myrmothera fulviventris,White-lored Antpitta,whlant2,species,13695.0,WLAN,MYFU,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Myrmothera berlepschi,Amazonian Antpitta,amaant1,species,13698.0,AMAN,MYBE,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Myrmothera dives,Thicket Antpitta,thiant1,species,13701.0,,MYDI,THAN,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Myrmothera campanisona,Thrush-like Antpitta,thlant2,species,13705.0,TLA TLAN,MYCA,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Myrmothera subcanescens,Tapajos Antpitta,thlant3,species,13711.0,TLA TAAN,MYSU,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Myrmothera simplex,Tepui Antpitta,tepant1,species,13712.0,TEAN,MYSI,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Myrmothera campanisona/simplex,Thrush-like/Tepui Antpitta,y00882,slash,13717.0,TLA TEAN TLAN,MYSI MYCA,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaricula flavirostris,Ochre-breasted Antpitta,ocbant1,species,13718.0,,GRFL,OBAN,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaricula loricata,Scallop-breasted Antpitta,scbant2,species,13727.0,SBAN,GRLO,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaricula cucullata,Hooded Antpitta,hooant1,species,13728.0,HOAN,GRCU,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaricula [undescribed Cali form],Cali Antpitta (undescribed form),calant1,form,13731.0,CA,,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaricula peruviana,Peruvian Antpitta,perant1,species,13732.0,PEAN,GRPE,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaricula ochraceifrons,Ochre-fronted Antpitta,ocfant1,species,13733.0,OFAN,GROC,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaricula ferrugineipectus,Rusty-breasted Antpitta,rubant5,species,13734.0,RBAN,GRFE,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaricula ferrugineipectus rara,Rusty-breasted Antpitta (rara),rubant8,issf,13735.0,RBA RBAN,GRFE,,Passeriformes,Antpittas,Grallariidae,rubant5,,,gralla2
Grallaricula ferrugineipectus ferrugineipectus,Rusty-breasted Antpitta (Rusty-breasted),rubant6,issf,13736.0,RBA RBAN,GRFE,,Passeriformes,Antpittas,Grallariidae,rubant5,,,gralla2
Grallaricula leymebambae,Leymebamba Antpitta,rubant7,species,13737.0,LEAN RBAN,GRLE,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaricula nana,Slate-crowned Antpitta,slcant2,species,13738.0,SCAN,GRNA,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaricula nana [nana Group],Slate-crowned Antpitta (Slate-crowned),slcant4,issf,13739.0,SCA SCAN,GRNA,,Passeriformes,Antpittas,Grallariidae,slcant2,,,gralla2
Grallaricula nana kukenamensis,Slate-crowned Antpitta (Guianan),slcant6,issf,13745.0,SCA SCAN,GRNA,,Passeriformes,Antpittas,Grallariidae,slcant2,,,gralla2
Grallaricula cumanensis,Sucre Antpitta,slcant5,species,13746.0,SUAN,GRCU,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Grallaricula lineifrons,Crescent-faced Antpitta,crfant1,species,13749.0,CFAN,GRLI,,Passeriformes,Antpittas,Grallariidae,,,,gralla2
Pteroptochos castaneus,Chestnut-throated Huet-huet,cthhue1,species,13750.0,CTHH,PTCA,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Pteroptochos tarnii,Black-throated Huet-huet,bthhue1,species,13751.0,BTHH,PTTA,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Pteroptochos megapodius,Moustached Turca,moutur1,species,13752.0,MOTU,PTME,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scelorchilus albicollis,White-throated Tapaculo,whttap1,species,13755.0,WTTA,SCAL,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scelorchilus rubecula,Chucao Tapaculo,chutap1,species,13758.0,CHTA,SCRU,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Liosceles thoracicus,Rusty-belted Tapaculo,rubtap1,species,13761.0,RBTA,LITH,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Acropternis orthonyx,Ocellated Tapaculo,ocetap1,species,13765.0,OCTA,ACOR,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Rhinocrypta lanceolata,Crested Gallito,cregal1,species,13768.0,CRGA,RHLA,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Teledromas fuscus,Sandy Gallito,sangal1,species,13771.0,SAGA,TEFU,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Psilorhamphus guttatus,Spotted Bamboowren,spobam1,species,13772.0,SPBA,PSGU,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Merulaxis ater,Slaty Bristlefront,slabri1,species,13773.0,SLBR,MEAT,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Merulaxis stresemanni,Stresemann's Bristlefront,strbri1,species,13774.0,STBR,MEST,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Eugralla paradoxa,Ochre-flanked Tapaculo,ocftap1,species,13775.0,OFTA,EUPA,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Myornis senilis,Ash-colored Tapaculo,asctap1,species,13776.0,ACTA,MYSE,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Eleoscytalopus indigoticus,White-breasted Tapaculo,whbtap1,species,13777.0,WBTA,ELIN,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Eleoscytalopus psychopompus,Bahia Tapaculo,bahtap1,species,13778.0,BATA,ELPS,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus iraiensis,Marsh Tapaculo,martap1,species,13779.0,MATA,SCIR,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus diamantinensis,Diamantina Tapaculo,diatap2,species,13780.0,DITA,SCDI,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus novacapitalis,Brasilia Tapaculo,bratap1,species,13781.0,BRTA,SCNO,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus petrophilus,Rock Tapaculo,roctap1,species,13782.0,ROTA,SCPE,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus pachecoi,Planalto Tapaculo,platap1,species,13783.0,PLTA,SCPA,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus gonzagai,Boa Nova Tapaculo,sertap1,species,13784.0,BNTA,SCGO,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus speluncae,Mouse-colored Tapaculo,moctap1,species,13785.0,MCTA,SCSP,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus fuscus,Dusky Tapaculo,dustap1,species,13786.0,DUTA,SCFU,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus magellanicus,Magellanic Tapaculo,magtap1,species,13787.0,MATA,SCMA,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus affinis,Ancash Tapaculo,anctap1,species,13788.0,ANTA,SCAF,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus krabbei,White-winged Tapaculo,whwtap1,species,13789.0,WWTA,SCKR,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus androstictus,Loja Tapaculo,partap4,species,13790.0,LOTA,SCAN,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus opacus,Paramo Tapaculo,partap2,species,13791.0,PATA,SCOP,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus canus,Paramillo Tapaculo,partap1,species,13792.0,PATA,SCCA,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus superciliaris,White-browed Tapaculo,whbtap2,species,13793.0,WBTA,SCSU,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus zimmeri,Zimmer's Tapaculo,zimtap1,species,13796.0,ZITA,SCZI,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus simonsi,Puna Tapaculo,puntap1,species,13797.0,PUTA,SCSI,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus schulenbergi,Diademed Tapaculo,diatap1,species,13798.0,DITA,SCSC,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus urubambae,Vilcabamba Tapaculo,viltap1,species,13799.0,VITA,SCUR,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus whitneyi,Ampay Tapaculo,amptap1,species,13800.0,AMTA AT,SCWH,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus frankeae,Jalca Tapaculo,miltap1,species,13801.0,JATA MT,SCFR,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus altirostris,Neblina Tapaculo,nebtap1,species,13802.0,NETA,SCAL,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus parvirostris,Trilling Tapaculo,tritap1,species,13803.0,TRTA,SCPA,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus bolivianus,Bolivian Tapaculo,boltap1,species,13804.0,BOTA,SCBO,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus atratus,White-crowned Tapaculo,whctap1,species,13805.0,WCTA,SCAT,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus sanctaemartae,Santa Marta Tapaculo,samtap1,species,13809.0,SMTA,SCSA,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus micropterus,Long-tailed Tapaculo,lottap1,species,13810.0,LTTA,SCMI,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus femoralis,Rufous-vented Tapaculo,ruvtap1,species,13811.0,RVTA,SCFE,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus intermedius,Utcubamba Tapaculo,blatap2,species,13812.0,BT UTTA,SCIN,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus macropus,Large-footed Tapaculo,laftap1,species,13813.0,LFTA,SCMA,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus gettyae,Junin Tapaculo,juntap1,species,13814.0,JUTA,SCGE,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus unicolor,Unicolored Tapaculo,unitap1,species,13815.0,UNTA,SCUN,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus acutirostris,Tschudi's Tapaculo,tsctap1,species,13816.0,TSTA,SCAC,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus latrans,Blackish Tapaculo,blatap1,species,13817.0,BLTA,SCLA,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus latrans latrans,Blackish Tapaculo (Blackish),blatap3,issf,13818.0,BLTA BT,SCLA,,Passeriformes,Tapaculos,Rhinocryptidae,blatap1,,,rhinoc1
Scytalopus latrans subcinereus,Blackish Tapaculo (Pacific),blatap4,issf,13819.0,BLTA BT,SCLA,,Passeriformes,Tapaculos,Rhinocryptidae,blatap1,,,rhinoc1
Scytalopus [undescribed Lambayeque form],Lambayeque Tapaculo (undescribed form),lamtap1,form,13820.0,LT,,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus argentifrons,Silvery-fronted Tapaculo,siftap1,species,13821.0,,SCAR,SFTA,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus argentifrons argentifrons,Silvery-fronted Tapaculo (Silvery-fronted),siftap2,issf,13822.0,SFT SFTA,SCAR,,Passeriformes,Tapaculos,Rhinocryptidae,siftap1,,,rhinoc1
Scytalopus argentifrons chiriquensis,Silvery-fronted Tapaculo (Chiriqui),siftap3,issf,13823.0,SFT SFTA,SCAR,,Passeriformes,Tapaculos,Rhinocryptidae,siftap1,,,rhinoc1
Scytalopus vicinior,Nariño Tapaculo,nartap2,species,13824.0,NATA,SCVI,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus panamensis,Tacarcuna Tapaculo,tactap1,species,13825.0,,SCPA,TATA,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus chocoensis,Choco Tapaculo,chotap1,species,13826.0,,SCCH,CHTA,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus rodriguezi,Magdalena Tapaculo,upmtap1,species,13827.0,MATA,SCRO,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus rodriguezi yariguiorum,Magdalena Tapaculo (Yariguies),magtap2,issf,13828.0,MATA MT,SCRO,,Passeriformes,Tapaculos,Rhinocryptidae,upmtap1,,,rhinoc1
Scytalopus rodriguezi rodriguezi,Magdalena Tapaculo (Upper Magdalena),magtap3,issf,13829.0,MATA MT,SCRO,,Passeriformes,Tapaculos,Rhinocryptidae,upmtap1,,,rhinoc1
Scytalopus stilesi,Stiles's Tapaculo,stitap1,species,13830.0,STTA,SCST,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus alvarezlopezi,Tatama Tapaculo,alptap1,species,13831.0,TATA,SCAL,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus robbinsi,Ecuadorian Tapaculo,ecutap1,species,13832.0,EOTA ECTA,SCRO,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus caracae,Caracas Tapaculo,cartap1,species,13833.0,CATA,SCCA,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus griseicollis,Pale-bellied Tapaculo,mattap1,species,13834.0,PBTA,SCGR,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus latebricola,Brown-rumped Tapaculo,brrtap1,species,13838.0,BRTA,SCLA,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus perijanus,Perija Tapaculo,pertap1,species,13839.0,PETA,SCPE,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus meridanus,Merida Tapaculo,mertap1,species,13840.0,META,SCME,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus meridanus meridanus,Merida Tapaculo (Merida),mertap2,issf,13841.0,META MT,SCME,,Passeriformes,Tapaculos,Rhinocryptidae,mertap1,,,rhinoc1
Scytalopus meridanus fuscicauda,Merida Tapaculo (Lara),lartap1,issf,13842.0,META MT,SCME,,Passeriformes,Tapaculos,Rhinocryptidae,mertap1,,,rhinoc1
Scytalopus parkeri,Chusquea Tapaculo,chutap2,species,13843.0,CHTA,SCPA,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus spillmanni,Spillmann's Tapaculo,spitap2,species,13844.0,SPTA,SCSP,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Scytalopus sp.,Scytalopus sp.,scytal1,spuh,13845.0,,,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Rhinocryptidae sp.,tapaculo sp.,tapacu1,spuh,13846.0,,,,Passeriformes,Tapaculos,Rhinocryptidae,,,,rhinoc1
Formicarius colma,Rufous-capped Antthrush,rucant2,species,13847.0,RCAN,FOCO,,Passeriformes,Antthrushes,Formicariidae,,,,formic2
Formicarius moniliger,Mayan Antthrush,bkfant2,species,13852.0,,FOMO,MAAN,Passeriformes,Antthrushes,Formicariidae,,,,formic2
Formicarius analis,Black-faced Antthrush,blfant1,species,13856.0,,FOAN,BFAN,Passeriformes,Antthrushes,Formicariidae,,,,formic2
Formicarius analis [hoffmanni Group],Black-faced Antthrush (Central American),bkfant1,issf,13857.0,BFA BFAN,FOAN,,Passeriformes,Antthrushes,Formicariidae,blfant1,,,formic2
Formicarius analis [analis Group],Black-faced Antthrush (Black-faced),bkfant3,issf,13863.0,BFA BFAN,FOAN,,Passeriformes,Antthrushes,Formicariidae,blfant1,,,formic2
Formicarius rufifrons,Rufous-fronted Antthrush,rufant3,species,13870.0,RFAN,FORU,,Passeriformes,Antthrushes,Formicariidae,,,,formic2
Formicarius nigricapillus,Black-headed Antthrush,blhant1,species,13871.0,BHAN,FONI,BHEA,Passeriformes,Antthrushes,Formicariidae,,,,formic2
Formicarius rufipectus,Rufous-breasted Antthrush,rubant1,species,13874.0,,FORU,RBAN,Passeriformes,Antthrushes,Formicariidae,,,,formic2
Formicarius sp.,Formicarius sp.,formic1,spuh,13879.0,,,,Passeriformes,Antthrushes,Formicariidae,,,,formic2
Chamaeza campanisona,Short-tailed Antthrush,shtant1,species,13880.0,STAN,CHCA,,Passeriformes,Antthrushes,Formicariidae,,,,formic2
Chamaeza nobilis,Striated Antthrush,strant3,species,13893.0,STAN,CHNO,,Passeriformes,Antthrushes,Formicariidae,,,,formic2
Chamaeza meruloides,Such's Antthrush,sucant1,species,13897.0,SUAN CRAN,CHME,,Passeriformes,Antthrushes,Formicariidae,,,,formic2
Chamaeza turdina,Schwartz's Antthrush,schant1,species,13898.0,SCAN,CHTU,,Passeriformes,Antthrushes,Formicariidae,,,,formic2
Chamaeza ruficauda,Rufous-tailed Antthrush,rutant2,species,13901.0,RTAN,CHRU,,Passeriformes,Antthrushes,Formicariidae,,,,formic2
